initial_alias,converted_alias,name,description,namespace
4478,MSN,MSN,moesin [Source:HGNC Symbol;Acc:HGNC:7373],ENTREZGENE_ACC
1513,CTSK,CTSK,cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536],ENTREZGENE_ACC
284835,LINC00323,LINC00323,long intergenic non-protein coding RNA 323 [Source:HGNC Symbol;Acc:HGNC:19720],ENTREZGENE_ACC
7704,ZBTB16,ZBTB16,zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930],ENTREZGENE_ACC
3217,HOXB7,HOXB7,homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118],ENTREZGENE_ACC
51118,UTP11,UTP11,UTP11 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24329],ENTREZGENE_ACC
373156,GSTK1,GSTK1,glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906],ENTREZGENE_ACC
3866,KRT15,KRT15,keratin 15 [Source:HGNC Symbol;Acc:HGNC:6421],ENTREZGENE_ACC
80011,PSME3IP1,PSME3IP1,proteasome activator subunit 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29856],ENTREZGENE_ACC
80775,TMEM177,TMEM177,transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143],ENTREZGENE_ACC
148046,CIRBP-AS1,CIRBP-AS1,CIRBP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28588],ENTREZGENE_ACC
132954,PDCL2,PDCL2,phosducin like 2 [Source:HGNC Symbol;Acc:HGNC:29524],ENTREZGENE_ACC
1870,E2F2,E2F2,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114],ENTREZGENE_ACC
23507,LRRC8B,LRRC8B,leucine rich repeat containing 8 VRAC subunit B [Source:HGNC Symbol;Acc:HGNC:30692],ENTREZGENE_ACC
509,ATP5F1C,ATP5F1C,ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833],ENTREZGENE_ACC
577,ADGRB3,ADGRB3,adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945],ENTREZGENE_ACC
8407,TAGLN2,TAGLN2,transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554],ENTREZGENE_ACC
378,ARF4,ARF4,ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655],ENTREZGENE_ACC
114881,OSBPL7,OSBPL7,oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387],ENTREZGENE_ACC
219899,TBCEL,TBCEL,tubulin folding cofactor E like [Source:HGNC Symbol;Acc:HGNC:28115],ENTREZGENE_ACC
6323,SCN1A,SCN1A,sodium voltage-gated channel alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:10585],ENTREZGENE_ACC
3290,HSD11B1,HSD11B1,hydroxysteroid 11-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5208],ENTREZGENE_ACC
100506527,LINC01007,LINC01007,long intergenic non-protein coding RNA 1007 [Source:HGNC Symbol;Acc:HGNC:48973],ENTREZGENE_ACC
9585,KIF20B,KIF20B,kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212],ENTREZGENE_ACC
9467,SH3BP5,SH3BP5,SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827],ENTREZGENE_ACC
90338,ZNF160,ZNF160,zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948],ENTREZGENE_ACC
399664,MEX3D,MEX3D,mex-3 RNA binding family member D [Source:HGNC Symbol;Acc:HGNC:16734],ENTREZGENE_ACC
145748,LYSMD4,LYSMD4,LysM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26571],ENTREZGENE_ACC
153339,TMEM167A,TMEM167A,transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330],ENTREZGENE_ACC
667,DST,DST,dystonin [Source:HGNC Symbol;Acc:HGNC:1090],ENTREZGENE_ACC
255101,CFAP65,CFAP65,cilia and flagella associated protein 65 [Source:HGNC Symbol;Acc:HGNC:25325],ENTREZGENE_ACC
7008,TEF,TEF,"TEF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:11722]",ENTREZGENE_ACC
55175,KLHL11,KLHL11,kelch like family member 11 [Source:HGNC Symbol;Acc:HGNC:19008],ENTREZGENE_ACC
124976,SPNS2,SPNS2,"SPNS lysolipid transporter 2, sphingosine-1-phosphate [Source:HGNC Symbol;Acc:HGNC:26992]",ENTREZGENE_ACC
80868,None,None,None,
55603,TENT5A,TENT5A,terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345],ENTREZGENE_ACC
100289230,LOC100289230,CHD1-DT,CHD1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52907],ENTREZGENE_ACC
10590,SCGN,SCGN,"secretagogin, EF-hand calcium binding protein [Source:HGNC Symbol;Acc:HGNC:16941]",ENTREZGENE_ACC
84075,FSCB,FSCB,fibrous sheath CABYR binding protein [Source:HGNC Symbol;Acc:HGNC:20494],ENTREZGENE_ACC
5863,RGL2,RGL2,ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769],ENTREZGENE_ACC
10425,ARIH2,ARIH2,ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690],ENTREZGENE_ACC
53358,SHC3,SHC3,SHC adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:18181],ENTREZGENE_ACC
645355,MIR3976HG,MIR3976HG,MIR3976 host gene [Source:HGNC Symbol;Acc:HGNC:51104],ENTREZGENE_ACC
79816,TLE6,TLE6,"TLE family member 6, subcortical maternal complex member [Source:HGNC Symbol;Acc:HGNC:30788]",ENTREZGENE_ACC
100505929,None,None,None,
83544,DNAL1,DNAL1,dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247],ENTREZGENE_ACC
89801,PPP1R3F,PPP1R3F,protein phosphatase 1 regulatory subunit 3F [Source:HGNC Symbol;Acc:HGNC:14944],ENTREZGENE_ACC
2915,GRM5,GRM5,glutamate metabotropic receptor 5 [Source:HGNC Symbol;Acc:HGNC:4597],ENTREZGENE_ACC
100129195,ZSCAN16-AS1,ZSCAN16-AS1,ZSCAN16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48982],ENTREZGENE_ACC
7127,TNFAIP2,TNFAIP2,TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895],ENTREZGENE_ACC
54578,UGT1A6,UGT1A6,UDP glucuronosyltransferase family 1 member A6 [Source:HGNC Symbol;Acc:HGNC:12538],ENTREZGENE_ACC
4650,MYO9B,MYO9B,myosin IXB [Source:HGNC Symbol;Acc:HGNC:7609],ENTREZGENE_ACC
57143,ADCK1,ADCK1,aarF domain containing kinase 1 [Source:HGNC Symbol;Acc:HGNC:19038],ENTREZGENE_ACC
29760,BLNK,BLNK,B cell linker [Source:HGNC Symbol;Acc:HGNC:14211],ENTREZGENE_ACC
255758,DYNLT2B,DYNLT2B,dynein light chain Tctex-type 2B [Source:HGNC Symbol;Acc:HGNC:28482],ENTREZGENE_ACC
56658,TRIM39,TRIM39,tripartite motif containing 39 [Source:HGNC Symbol;Acc:HGNC:10065],ENTREZGENE_ACC
150368,PHETA2,PHETA2,PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161],ENTREZGENE_ACC
284611,EEIG2,EEIG2,EEIG family member 2 [Source:HGNC Symbol;Acc:HGNC:27637],ENTREZGENE_ACC
27122,DKK3,DKK3,dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893],ENTREZGENE_ACC
161742,SPRED1,SPRED1,sprouty related EVH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20249],ENTREZGENE_ACC
2775,GNAO1,GNAO1,G protein subunit alpha o1 [Source:HGNC Symbol;Acc:HGNC:4389],ENTREZGENE_ACC
64231,MS4A6A,MS4A6A,membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375],ENTREZGENE_ACC
5144,PDE4D,PDE4D,phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783],ENTREZGENE_ACC
4314,MMP3,MMP3,matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173],ENTREZGENE_ACC
55654,TMEM127,TMEM127,transmembrane protein 127 [Source:HGNC Symbol;Acc:HGNC:26038],ENTREZGENE_ACC
56475,RPRM,RPRM,"reprimo, TP53 dependent G2 arrest mediator homolog [Source:HGNC Symbol;Acc:HGNC:24201]",ENTREZGENE_ACC
6474,SHOX2,SHOX2,short stature homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10854],ENTREZGENE_ACC
1949,EFNB3,EFNB3,ephrin B3 [Source:HGNC Symbol;Acc:HGNC:3228],ENTREZGENE_ACC
11201,POLI,POLI,DNA polymerase iota [Source:HGNC Symbol;Acc:HGNC:9182],ENTREZGENE_ACC
1448,CSN3,CSN3,casein kappa [Source:HGNC Symbol;Acc:HGNC:2446],ENTREZGENE_ACC
55734,ZFP64,ZFP64,ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940],ENTREZGENE_ACC
729164,None,None,None,
401317,None,None,None,
92140,MTDH,MTDH,metadherin [Source:HGNC Symbol;Acc:HGNC:29608],ENTREZGENE_ACC
253012,HEPACAM2,HEPACAM2,HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364],ENTREZGENE_ACC
286042,FAM86B3P,FAM86B3P,"family with sequence similarity 86 member B3, pseudogene [Source:HGNC Symbol;Acc:HGNC:44371]",ENTREZGENE_ACC
286042,FAM86B3P,FAM86B3P,"family with sequence similarity 86, member A pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:286042]",ENTREZGENE_ACC
2831,NPBWR1,NPBWR1,neuropeptides B and W receptor 1 [Source:HGNC Symbol;Acc:HGNC:4522],ENTREZGENE_ACC
11119,BTN3A1,BTN3A1,butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138],ENTREZGENE_ACC
60495,HPSE2,HPSE2,heparanase 2 (inactive) [Source:HGNC Symbol;Acc:HGNC:18374],ENTREZGENE_ACC
28659,None,None,None,
100505515,LINC01723,LINC01723,long intergenic non-protein coding RNA 1723 [Source:HGNC Symbol;Acc:HGNC:52511],ENTREZGENE_ACC
6328,SCN3A,SCN3A,sodium voltage-gated channel alpha subunit 3 [Source:HGNC Symbol;Acc:HGNC:10590],ENTREZGENE_ACC
26034,IPCEF1,IPCEF1,interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204],ENTREZGENE_ACC
875,CBS,CBS,cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550],ENTREZGENE_ACC
875,LOC102724560,CBS,cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550],ENTREZGENE_ACC
57115,PGLYRP4,PGLYRP4,peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:HGNC:30015],ENTREZGENE_ACC
284632,LINC02800,LINC02800,long intergenic non-protein coding RNA 2800 [Source:HGNC Symbol;Acc:HGNC:27642],ENTREZGENE_ACC
143379,SPMIP5,SPMIP5,sperm associated microtubule inner protein 5 [Source:HGNC Symbol;Acc:HGNC:28500],ENTREZGENE_ACC
25994,HIGD1A,HIGD1A,HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527],ENTREZGENE_ACC
3250,HPR,HPR,haptoglobin-related protein [Source:HGNC Symbol;Acc:HGNC:5156],ENTREZGENE_ACC
29931,None,None,None,
1594,CYP27B1,CYP27B1,cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606],ENTREZGENE_ACC
9313,MMP20,MMP20,matrix metallopeptidase 20 [Source:HGNC Symbol;Acc:HGNC:7167],ENTREZGENE_ACC
54930,HAUS4,HAUS4,HAUS augmin like complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:20163],ENTREZGENE_ACC
154091,SLC2A12,SLC2A12,solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067],ENTREZGENE_ACC
9108,MTMR7,MTMR7,myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454],ENTREZGENE_ACC
51573,GDE1,GDE1,glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644],ENTREZGENE_ACC
100506051,None,None,None,
28991,COMMD5,COMMD5,COMM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17902],ENTREZGENE_ACC
23483,TGDS,TGDS,"TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]",ENTREZGENE_ACC
8701,DNAH11,DNAH11,dynein axonemal heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:2942],ENTREZGENE_ACC
387082,SUMO4,SUMO4,small ubiquitin like modifier 4 [Source:HGNC Symbol;Acc:HGNC:21181],ENTREZGENE_ACC
57523,NYNRIN,NYNRIN,NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165],ENTREZGENE_ACC
7403,KDM6A,KDM6A,lysine demethylase 6A [Source:HGNC Symbol;Acc:HGNC:12637],ENTREZGENE_ACC
29079,MED4,MED4,mediator complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:17903],ENTREZGENE_ACC
5737,PTGFR,PTGFR,prostaglandin F receptor [Source:HGNC Symbol;Acc:HGNC:9600],ENTREZGENE_ACC
158046,NXNL2,NXNL2,nucleoredoxin like 2 [Source:HGNC Symbol;Acc:HGNC:30482],ENTREZGENE_ACC
57634,EP400,EP400,E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958],ENTREZGENE_ACC
9453,GGPS1,GGPS1,geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249],ENTREZGENE_ACC
100132891,MSC-AS1,MSC-AS1,MSC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48724],ENTREZGENE_ACC
10085,EDIL3,EDIL3,EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173],ENTREZGENE_ACC
241,ALOX5AP,ALOX5AP,arachidonate 5-lipoxygenase activating protein [Source:HGNC Symbol;Acc:HGNC:436],ENTREZGENE_ACC
6598,SMARCB1,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]",ENTREZGENE_ACC
1539,CYLC2,CYLC2,cylicin 2 [Source:HGNC Symbol;Acc:HGNC:2583],ENTREZGENE_ACC
6857,SYT1,SYT1,synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509],ENTREZGENE_ACC
79982,DNAJB14,DNAJB14,DnaJ heat shock protein family (Hsp40) member B14 [Source:HGNC Symbol;Acc:HGNC:25881],ENTREZGENE_ACC
644809,PAK6-AS1,PAK6-AS1,PAK6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33868],ENTREZGENE_ACC
9719,ADAMTSL2,ADAMTSL2,ADAMTS like 2 [Source:HGNC Symbol;Acc:HGNC:14631],ENTREZGENE_ACC
57506,MAVS,MAVS,mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233],ENTREZGENE_ACC
26074,CFAP61,CFAP61,cilia and flagella associated protein 61 [Source:HGNC Symbol;Acc:HGNC:15872],ENTREZGENE_ACC
57007,ACKR3,ACKR3,atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692],ENTREZGENE_ACC
115399,LRRC56,LRRC56,leucine rich repeat containing 56 [Source:HGNC Symbol;Acc:HGNC:25430],ENTREZGENE_ACC
80762,NDFIP1,NDFIP1,Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592],ENTREZGENE_ACC
647979,NORAD,NORAD,non-coding RNA activated by DNA damage [Source:HGNC Symbol;Acc:HGNC:44311],ENTREZGENE_ACC
1208,CLPS,CLPS,colipase [Source:HGNC Symbol;Acc:HGNC:2085],ENTREZGENE_ACC
6492,SIM1,SIM1,SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882],ENTREZGENE_ACC
1601,DAB2,DAB2,DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662],ENTREZGENE_ACC
117195,MRGPRX3,MRGPRX3,MAS related GPR family member X3 [Source:HGNC Symbol;Acc:HGNC:17980],ENTREZGENE_ACC
92935,MARS2,MARS2,"methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]",ENTREZGENE_ACC
22992,KDM2A,KDM2A,lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606],ENTREZGENE_ACC
115294,PCMTD1,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483],ENTREZGENE_ACC
401474,SAMD12,SAMD12,sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750],ENTREZGENE_ACC
8653,DDX3Y,DDX3Y,DEAD-box helicase 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:2699],ENTREZGENE_ACC
3064,HTT,HTT,huntingtin [Source:HGNC Symbol;Acc:HGNC:4851],ENTREZGENE_ACC
240,ALOX5,ALOX5,arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435],ENTREZGENE_ACC
80086,TUBA4B,TUBA4B,tubulin alpha 4b [Source:HGNC Symbol;Acc:HGNC:18637],ENTREZGENE_ACC
338872,C1QTNF9,C1QTNF9,C1q and TNF related 9 [Source:HGNC Symbol;Acc:HGNC:28732],ENTREZGENE_ACC
54704,PDP1,PDP1,pyruvate dehydrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279],ENTREZGENE_ACC
8289,ARID1A,ARID1A,AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110],ENTREZGENE_ACC
57719,ANO8,ANO8,anoctamin 8 [Source:HGNC Symbol;Acc:HGNC:29329],ENTREZGENE_ACC
80232,WDR26,WDR26,WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208],ENTREZGENE_ACC
100506405,LOC100506405,None,novel transcript,ENTREZGENE_ACC
23011,RAB21,RAB21,"RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]",ENTREZGENE_ACC
25782,RAB3GAP2,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168],ENTREZGENE_ACC
339778,CIMIP2C,CIMIP2C,ciliary microtubule inner protein 2C [Source:HGNC Symbol;Acc:HGNC:27938],ENTREZGENE_ACC
284958,NT5DC4,NT5DC4,5'-nucleotidase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:27678],ENTREZGENE_ACC
2358,FPR2,FPR2,formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827],ENTREZGENE_ACC
3703,STT3A,STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A [Source:HGNC Symbol;Acc:HGNC:6172],ENTREZGENE_ACC
55275,VPS53,VPS53,VPS53 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:25608],ENTREZGENE_ACC
2235,FECH,FECH,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647],ENTREZGENE_ACC
4222,MEOX1,MEOX1,mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013],ENTREZGENE_ACC
79718,TBL1XR1,TBL1XR1,TBL1X/Y related 1 [Source:HGNC Symbol;Acc:HGNC:29529],ENTREZGENE_ACC
891,CCNB1,CCNB1,cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579],ENTREZGENE_ACC
93,ACVR2B,ACVR2B,activin A receptor type 2B [Source:HGNC Symbol;Acc:HGNC:174],ENTREZGENE_ACC
152206,CCDC13,CCDC13,coiled-coil domain containing 13 [Source:HGNC Symbol;Acc:HGNC:26358],ENTREZGENE_ACC
57186,RALGAPA2,RALGAPA2,Ral GTPase activating protein catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:16207],ENTREZGENE_ACC
54964,C1orf56,C1orf56,chromosome 1 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26045],ENTREZGENE_ACC
100507360,None,None,None,
8877,SPHK1,SPHK1,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240],ENTREZGENE_ACC
200081,TXLNA,TXLNA,taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685],ENTREZGENE_ACC
25789,TMEM59L,TMEM59L,transmembrane protein 59 like [Source:HGNC Symbol;Acc:HGNC:13237],ENTREZGENE_ACC
91289,LMF2,LMF2,lipase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:25096],ENTREZGENE_ACC
146279,TEKT5,TEKT5,tektin 5 [Source:HGNC Symbol;Acc:HGNC:26554],ENTREZGENE_ACC
27237,ARHGEF16,ARHGEF16,Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515],ENTREZGENE_ACC
6338,SCNN1B,SCNN1B,sodium channel epithelial 1 subunit beta [Source:HGNC Symbol;Acc:HGNC:10600],ENTREZGENE_ACC
57118,CAMK1D,CAMK1D,calcium/calmodulin dependent protein kinase ID [Source:HGNC Symbol;Acc:HGNC:19341],ENTREZGENE_ACC
58500,ZNF250,ZNF250,zinc finger protein 250 [Source:HGNC Symbol;Acc:HGNC:13044],ENTREZGENE_ACC
29952,DPP7,DPP7,dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892],ENTREZGENE_ACC
100128737,None,None,None,
163786,SASS6,SASS6,SAS-6 centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:25403],ENTREZGENE_ACC
54901,CDKAL1,CDKAL1,CDK5 regulatory subunit associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21050],ENTREZGENE_ACC
100192378,None,None,None,
55967,NDUFA12,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987],ENTREZGENE_ACC
100506465,LINC01234,LINC01234,long intergenic non-protein coding RNA 1234 [Source:HGNC Symbol;Acc:HGNC:49757],ENTREZGENE_ACC
25875,LETMD1,LETMD1,LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241],ENTREZGENE_ACC
201161,CENPV,CENPV,centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920],ENTREZGENE_ACC
57661,PHRF1,PHRF1,PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351],ENTREZGENE_ACC
100288679,None,None,None,
64063,PRSS22,PRSS22,serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368],ENTREZGENE_ACC
3263,HPX,HPX,hemopexin [Source:HGNC Symbol;Acc:HGNC:5171],ENTREZGENE_ACC
6585,SLIT1,SLIT1,slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085],ENTREZGENE_ACC
2123,EVI2A,EVI2A,ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499],ENTREZGENE_ACC
84061,MAGT1,MAGT1,magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880],ENTREZGENE_ACC
3775,KCNK1,KCNK1,potassium two pore domain channel subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:6272],ENTREZGENE_ACC
2619,GAS1,GAS1,growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165],ENTREZGENE_ACC
5965,RECQL,RECQL,RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948],ENTREZGENE_ACC
6525,SMTN,SMTN,smoothelin [Source:HGNC Symbol;Acc:HGNC:11126],ENTREZGENE_ACC
4352,MPL,MPL,"MPL proto-oncogene, thrombopoietin receptor [Source:HGNC Symbol;Acc:HGNC:7217]",ENTREZGENE_ACC
4435,CITED1,CITED1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986],ENTREZGENE_ACC
1457,CSNK2A1,CSNK2A1,casein kinase 2 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2457],ENTREZGENE_ACC
54976,ADISSP,ADISSP,adipose secreted signaling protein [Source:HGNC Symbol;Acc:HGNC:15873],ENTREZGENE_ACC
150084,IGSF5,IGSF5,immunoglobulin superfamily member 5 [Source:HGNC Symbol;Acc:HGNC:5952],ENTREZGENE_ACC
726,CAPN5,CAPN5,calpain 5 [Source:HGNC Symbol;Acc:HGNC:1482],ENTREZGENE_ACC
57232,ZNF630,ZNF630,zinc finger protein 630 [Source:HGNC Symbol;Acc:HGNC:28855],ENTREZGENE_ACC
3945,LDHB,LDHB,lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541],ENTREZGENE_ACC
80863,LOC100507547,PRRT1,proline rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13943],ENTREZGENE_ACC
80863,PRRT1,PRRT1,proline rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13943],ENTREZGENE_ACC
64788,LMF1,LMF1,lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154],ENTREZGENE_ACC
9607,CARTPT,CARTPT,CART prepropeptide [Source:HGNC Symbol;Acc:HGNC:24323],ENTREZGENE_ACC
9179,AP4M1,AP4M1,adaptor related protein complex 4 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:574],ENTREZGENE_ACC
9526,MPDU1,MPDU1,mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207],ENTREZGENE_ACC
55644,OSGEP,OSGEP,O-sialoglycoprotein endopeptidase [Source:HGNC Symbol;Acc:HGNC:18028],ENTREZGENE_ACC
2875,GPT,GPT,glutamic--pyruvic transaminase [Source:HGNC Symbol;Acc:HGNC:4552],ENTREZGENE_ACC
10298,PAK4,PAK4,p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059],ENTREZGENE_ACC
84630,TTBK1,TTBK1,tau tubulin kinase 1 [Source:HGNC Symbol;Acc:HGNC:19140],ENTREZGENE_ACC
57616,TSHZ3,TSHZ3,teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700],ENTREZGENE_ACC
100506504,PRKCZ-AS1,PRKCZ-AS1,PRKCZ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40477],ENTREZGENE_ACC
2268,FGR,FGR,"FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]",ENTREZGENE_ACC
202018,TAPT1,TAPT1,transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:HGNC:26887],ENTREZGENE_ACC
80818,ZNF436,ZNF436,zinc finger protein 436 [Source:HGNC Symbol;Acc:HGNC:20814],ENTREZGENE_ACC
55015,PRPF39,PRPF39,pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:HGNC:20314],ENTREZGENE_ACC
1841,DTYMK,DTYMK,deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061],ENTREZGENE_ACC
11332,ACOT7,ACOT7,acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157],ENTREZGENE_ACC
100506252,None,None,None,
50488,MINK1,MINK1,misshapen like kinase 1 [Source:HGNC Symbol;Acc:HGNC:17565],ENTREZGENE_ACC
100508995,None,None,None,
126259,TMIGD2,TMIGD2,transmembrane and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28324],ENTREZGENE_ACC
84787,KMT5C,KMT5C,lysine methyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:28405],ENTREZGENE_ACC
